"General Note","Genre","Author Id","Work Id","work_name","Edition Details","binding_book","volume","Edition Id","more_information","Type","Manually changed"
"","פרוזה","90","21031","מעשיה מרוקנית","תל אביב: דביר; תרצ""ח","מעשיות לבני קדם: מלוקטות בין היהודים הספרדים ובני עדות המזרח בירושלים","","90-2","תל אביב: דביר, תשכ""ט 1969.","סיפור","false"
"","פרוזה","587","21032","אֶבֶן עַל פִּי הַבְּאֵר","מרחביה: ספרים פועלים; 1956","","","","מרחביה: ספרית פועלים, 1956","ספר","false"
"","פרוזה","736","21033","עֲטֶרֶת הַזָּהָב (אַגָּדָה).","הוֹצָאַת ""תּוּשִׁיָּה"", וַרְשָׁה, קראקוי; תרס""ו","","","","","ספר","false"
"","פרוזה","736","21034","הֶחָלִיל הַנִּפְלָא (אַגָּדָה).","הוֹצָאַת ""תּוּשִׁיָּה"", וַרְשָׁה, קראקוי; תרס""ו","","","","","ספר","false"
"","פרוזה","84","21038","שָׁם, בַּדֶּרֶךְ לִמְעָרַת הַשּׁוּעָלִים","","מלא ספורים","","84-3","תל אביב: הקיבוץ המאוחד, 1986","סיפור","false"
"","פרוזה","84","21039","מִי לֹא מַכִּיר אֶת הָאִישׁ שֶׁיָּצָא מִן הַקִּיר?","","מלא ספורים","","84-3","תל אביב: הקיבוץ המאוחד, 1986","סיפור","false"
"","פרוזה","84","21040","נֹגַהּ בְּרַכֶּבֶת הָעֵמֶק","","מלא ספורים","","84-3","תל אביב: הקיבוץ המאוחד, 1986","סיפור","false"
"","פרוזה","84","21041","הַשּׁוֹבָךְ הֶחָדָשׁ נִשְׁאַר רֵיק","","מלא ספורים","","84-3","תל אביב: הקיבוץ המאוחד, 1986","סיפור","false"
"","פרוזה","84","21042","כְּמוֹ אַבְשָׁלוֹם אֲבָל בַּדּוֹם","","מלא ספורים","","84-3","תל אביב: הקיבוץ המאוחד, 1986","סיפור","false"
"","פרוזה","84","21043","הַמְּכוֹנִיּוֹת הָאֲדֻמּוֹת לְאֶרֶץ הַחֲלוֹמוֹת","","מלא ספורים","","84-3","תל אביב: הקיבוץ המאוחד, 1986","סיפור","false"
"","פרוזה","84","21044","אֵיפֹה בֵּית־הַגַּמָּדִים?","","סיפורים משתרגים","","84-4","בית השיטה 1990","סיפור","false"
"","פרוזה","84","21060","דבר לגננות, המחנכים וההורים  (מתשרי עד תשרי)","","מתשרי עד תשרי: סיפור חגי-ישראל","","84-5","(תל אביב): ספרית פועלים, (תשמ""ב 1982)","סיפור","false"
"","פרוזה","84","21062","ראש־השנה","","מתשרי עד תשרי: סיפור חגי-ישראל","","84-5","(תל אביב): ספרית פועלים, (תשמ""ב 1982)","סיפור","false"
"","פרוזה","84","21063","יום־כיפור","","מתשרי עד תשרי: סיפור חגי-ישראל","","84-5","(תל אביב): ספרית פועלים, (תשמ""ב 1982)","סיפור","false"
"","פרוזה","84","21064","סוכות ושמחת־תורה","","מתשרי עד תשרי: סיפור חגי-ישראל","","84-5","(תל אביב): ספרית פועלים, (תשמ""ב 1982)","סיפור","false"
"","פרוזה","84","21065","חנוכה","","מתשרי עד תשרי: סיפור חגי-ישראל","","84-5","(תל אביב): ספרית פועלים, (תשמ""ב 1982)","סיפור","false"
"","פרוזה","84","21066","ט""ו בשבט","","מתשרי עד תשרי: סיפור חגי-ישראל","","84-5","(תל אביב): ספרית פועלים, (תשמ""ב 1982)","סיפור","false"
"","פרוזה","84","21067","פורים","","מתשרי עד תשרי: סיפור חגי-ישראל","","84-5","(תל אביב): ספרית פועלים, (תשמ""ב 1982)","סיפור","false"
"","פרוזה","84","21068","פסח","","מתשרי עד תשרי: סיפור חגי-ישראל","","84-5","(תל אביב): ספרית פועלים, (תשמ""ב 1982)","סיפור","false"
"","פרוזה","84","21069","יום השואה והגבורה","","מתשרי עד תשרי: סיפור חגי-ישראל","","84-5","(תל אביב): ספרית פועלים, (תשמ""ב 1982)","סיפור","false"
"","פרוזה","84","21070","חג העצמאות","","מתשרי עד תשרי: סיפור חגי-ישראל","","84-5","(תל אביב): ספרית פועלים, (תשמ""ב 1982)","סיפור","false"
"","פרוזה","84","21071","ל""ג בעומר","","מתשרי עד תשרי: סיפור חגי-ישראל","","84-5","(תל אביב): ספרית פועלים, (תשמ""ב 1982)","סיפור","false"
"","פרוזה","84","21072","שבועות","","מתשרי עד תשרי: סיפור חגי-ישראל","","84-5","(תל אביב): ספרית פועלים, (תשמ""ב 1982)","סיפור","false"
"","פרוזה","84","21073","ראש־חודש","","מתשרי עד תשרי: סיפור חגי-ישראל","","84-5","(תל אביב): ספרית פועלים, (תשמ""ב 1982)","סיפור","false"
"","פרוזה","84","21074","שבת: סיפור השבת","","מתשרי עד תשרי: סיפור חגי-ישראל","","84-5","(תל אביב): ספרית פועלים, (תשמ""ב 1982)","סיפור","false"
"","פרוזה","84","21076","הָיָה אוֹ לֹא הָיָה?","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21077","הָאַוָּזִים, הָעֵז, הַנּוּדְנִיק וְהַדָג־מָלוּחַ.","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21078","הֶרְשֶׁלֶה בַּחֲתֻנַּת הַ""גְּבִיר""","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21079","אַף עַל פִּי כֵן אַף","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21080","רַעַל לְעַכְבָּרִים","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21081","לֶאֱכֹל","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21082","לָמָּה אַתָּה בּוֹכֶה, הֶרְשֶׁלֶה?","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21083","אֵיזֶה פֶּלֶא!","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21084","כַּף זָהָב לְאִמָּא","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21085","לֹא דֻּבִּים וְלֹא יַעַר","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21086","הֶרְשֶׁלֶה מָצָא אֶת יוֹם אֶתְמוֹל","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21087","הֶרְשֶׁלֶה וְהָאֲפִיקוֹמָן","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21088","בֹּקֶר טוֹב, דּוֹדָה!","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21089","פָּרַת הַזָּהָב","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21090","הֶרְשֶׁלֶה מַעֲמִיד פְּנֵי עֶגְלוֹן","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21091","הֶרְשֶׁלֶה מְשַׁלֵּם בְּכָל כַּסְפּוֹ","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21092","לְךָ הַשֵּׂכֶל וְלִי הָאָזְנַיִם","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21093","חָלוּק לְהֶרְשֶׁלֶה","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21094","אַתֶּם יוֹדְעִים מָה?","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21095","הֶרְשֶׁלֶה שָׁב לְאוֹסְטְרוֹפּוֹל בְּתֻפִּים וּבִמְחוֹלוֹת","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21096","הָאוֹרֵחַ יְשַׁלֵּם","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21097","וְיַיִן מֵאַיִן?","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21098","קֶמַח מַגִּיד עֲתִידוֹת","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21099","זוּג שְׂמָאלִיּוֹת","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21100","תְּמוּנָה מוֹדֶרְנִית","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21101","מַעֲשֶׂה בְּפַרְעוֹשׁ","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21102","סֻלַּם יַעֲקֹב","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21103","תְּשׁוּבָה לְטַרְדָן","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21104","הֵיכָן פָּנֶיךָ, רַבִּי בָּרוּךְ?!","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","84","21105","לָקַחַת כַּף בְּכָל שָׁעָה","","הרשלה","","84-6","סיפרה מחדש תקוה שריג; צייר – אהרון שבו; ת""א: ספרית פועלים, (תשמ""א 1981).","סיפור","false"
"","פרוזה","735","21107","ירא וחרד","אגודת הסופרים העברים ליד דביר; (תשי""ב) 1952","ספר המתנגדים: סיפורים","","735-1","תל-אביב: אגודת הסופרים העברים ליד “דביר”, תשי""ב 1952","סיפור","false"
"","פרוזה","735","21108","ה""פלגאה""","","ספר המתנגדים: סיפורים","","735-1","תל-אביב: אגודת הסופרים העברים ליד “דביר”, תשי""ב 1952","סיפור","false"
"","פרוזה","735","21109","הדיבוק","","ספר המתנגדים: סיפורים","","735-1","תל-אביב: אגודת הסופרים העברים ליד “דביר”, תשי""ב 1952","סיפור","false"
"","פרוזה","735","21110","הכל ניחא","","ספר המתנגדים: סיפורים","","735-1","תל-אביב: אגודת הסופרים העברים ליד “דביר”, תשי""ב 1952","סיפור","false"
"","פרוזה","735","21111","המסיונר","","ספר המתנגדים: סיפורים","","735-1","תל-אביב: אגודת הסופרים העברים ליד “דביר”, תשי""ב 1952","סיפור","false"
"","פרוזה","735","21112","המרגל","","ספר המתנגדים: סיפורים","","735-1","תל-אביב: אגודת הסופרים העברים ליד “דביר”, תשי""ב 1952","סיפור","false"
"","פרוזה","735","21113","המדקדק","","ספר המתנגדים: סיפורים","","735-1","תל-אביב: אגודת הסופרים העברים ליד “דביר”, תשי""ב 1952","סיפור","false"
"","פרוזה","735","21114","משה'לי הסבל","","ספר המתנגדים: סיפורים","","735-1","תל-אביב: אגודת הסופרים העברים ליד “דביר”, תשי""ב 1952","סיפור","false"
"","פרוזה","735","21115","אפיקורס בית מדרשי","","ספר המתנגדים: סיפורים","","735-1","תל-אביב: אגודת הסופרים העברים ליד “דביר”, תשי""ב 1952","סיפור","false"
"","פרוזה","735","21116","המתנגד האחרון","","ספר המתנגדים: סיפורים","","735-1","תל-אביב: אגודת הסופרים העברים ליד “דביר”, תשי""ב 1952","סיפור","false"
"","פרוזה","735","21117","נרתיק","","ספר המתנגדים: סיפורים","","735-1","תל-אביב: אגודת הסופרים העברים ליד “דביר”, תשי""ב 1952","סיפור","false"
"","פרוזה","735","21118","שעה אחת ברחוב","","ספר המתנגדים: סיפורים","","735-1","תל-אביב: אגודת הסופרים העברים ליד “דביר”, תשי""ב 1952","סיפור","false"
"","פרוזה","735","21119","האיש הגדול","","ספר המתנגדים: סיפורים","","735-1","תל-אביב: אגודת הסופרים העברים ליד “דביר”, תשי""ב 1952","סיפור","false"
"","פרוזה","735","21120","להניח תפילין","","ספר המתנגדים: סיפורים","","735-1","תל-אביב: אגודת הסופרים העברים ליד “דביר”, תשי""ב 1952","סיפור","false"
"","פרוזה","735","21121","מעשה במרכבה","","ספר המתנגדים: סיפורים","","735-1","תל-אביב: אגודת הסופרים העברים ליד “דביר”, תשי""ב 1952","סיפור","false"
"","פרוזה","735","21127","* נֹחַ אִישׁ צַדִיק","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, ־ פודגורזה; תרס״ח","מֵאֲגָדוֹת הַחַיִים","","735-2","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, - פודגורזה, תרס״ח","סיפור","false"
"","פרוזה","735","21128","* הַשָׁלוֹם","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, ־ פודגורזה; תרס״ח","מֵאֲגָדוֹת הַחַיִים","","735-2","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, - פודגורזה, תרס״ח","סיפור","false"
"","פרוזה","735","21129","* לֵב אֵם","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, ־ פודגורזה; תרס״ח","מֵאֲגָדוֹת הַחַיִים","","735-2","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, - פודגורזה, תרס״ח","סיפור","false"
"","פרוזה","735","21130","* הָאַלְמוֹנִי","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, ־ פודגורזה; תרס״ח","מֵאֲגָדוֹת הַחַיִים","","735-2","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, - פודגורזה, תרס״ח","סיפור","false"
"","פרוזה","735","21131","* צְדָקָה וְרִשְּׁעָה","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, ־ פודגורזה; תרס״ח","מֵאֲגָדוֹת הַחַיִים","","735-2","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, - פודגורזה, תרס״ח","סיפור","false"
"","פרוזה","735","21132","* מֵעִיר גְדוֹלָה","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, ־ פודגורזה; תרס״ח","מֵאֲגָדוֹת הַחַיִים","","735-2","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, - פודגורזה, תרס״ח","סיפור","false"
"","פרוזה","735","21133","* הַלְוָיַת הַמֵּת","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, ־ פודגורזה; תרס״ח","מֵאֲגָדוֹת הַחַיִים","","735-2","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, - פודגורזה, תרס״ח","סיפור","false"
"","פרוזה","735","21134","* בַּשּׁוּק הַחַיִים","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, ־ פודגורזה; תרס״ח","מֵאֲגָדוֹת הַחַיִים","","735-2","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, - פודגורזה, תרס״ח","סיפור","false"
"","פרוזה","735","21135","* הָרִיב","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, ־ פודגורזה; תרס״ח","מֵאֲגָדוֹת הַחַיִים","","735-2","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, - פודגורזה, תרס״ח","סיפור","false"
"","פרוזה","735","21136","* הַהַצְלָחָה","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, ־ פודגורזה; תרס״ח","מֵאֲגָדוֹת הַחַיִים","","735-2","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, - פודגורזה, תרס״ח","סיפור","false"
"","פרוזה","735","21137","* הִצְטַדְקוּת","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, ־ פודגורזה; תרס״ח","מֵאֲגָדוֹת הַחַיִים","","735-2","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, - פודגורזה, תרס״ח","סיפור","false"
"","פרוזה","735","21138","הָאִישׁ הַגָדוֹל","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, ־ פודגורזה; תרס״ח","מֵאֲגָדוֹת הַחַיִים","","735-2","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, - פודגורזה, תרס״ח","סיפור","false"
"","פרוזה","735","21139","* הזוּג","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, ־ פודגורזה; תרס״ח","מֵאֲגָדוֹת הַחַיִים","","735-2","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, - פודגורזה, תרס״ח","סיפור","false"
"","פרוזה","735","21140","הַיְלָדִים","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, ־ פודגורזה; תרס״ח","מֵאֲגָדוֹת הַחַיִים","","735-2","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, - פודגורזה, תרס״ח","סיפור","false"
"","פרוזה","735","21141","* הַפְּרִידָה","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, ־ פודגורזה; תרס״ח","מֵאֲגָדוֹת הַחַיִים","","735-2","הוצאת „המצפה”. – בדפוס ש. ל. דיטשר, - פודגורזה, תרס״ח","סיפור","false"
"","פרוזה","588","21167","עלילות גלגמש","תל אביב: עם עובד; תש""ס 2000","","","","תל אביב: עם עובד, תש""ס 2000","ספר","false"
"","פרוזה","313","21168","הבתולה מאורליאנס: מחזה תוגה","תל אביב: דפוס ספר; תרצ""ו","","","","","ספר","false"
"","פרוזה","426","21170","כָּל אַגָּדוֹת יִשְׂרָאֵל ־ חלק ראשון","ירושלים: תושיה; תשכ""ג  1963","כל אגדות ישראל: ערוכות על פי המקורות הראשונים וכתובות בלשון המקרא לפי סדר הזמנים","","426-3","","סיפור","false"
"","פרוזה","687","21171","בעקבות יהודי המידבר","ירושלים ותל-אביב: הוצאת שוקן; 1983","","","","ירושלים: שוקן, תשמ""ג 1983","ספר","false"
"","פרוזה","488","21195","ציץ נובל","אודיסה : מוציא לאור לא ידוע; תרנ""ח־תרנ""ט","","","","אודיסה : מוציא לאור לא ידוע, תרנ“ח־תרנ”ט","ספר","false"
"","פרוזה","687","21196","המחצבה","אסטרולוג, מהדורה שנייה; 2001","","","","הוד השרון: אסטרולוג, מהדורה שנייה, 2001","ספר","false"
"","פרוזה","735","21239","שתי נשים","","ספר המתנגדים: סיפורים","","735-1","תל-אביב: אגודת הסופרים העברים ליד “דביר”, תשי""ב 1952","סיפור","false"
"","פרוזה","735","21240","קיטא דסבתות","","ספר המתנגדים: סיפורים","","735-1","תל-אביב: אגודת הסופרים העברים ליד “דביר”, תשי""ב 1952","סיפור","false"
"","פרוזה","735","21241","חיי משפחה: אם הבנים","","ספר המתנגדים: סיפורים","","735-1","תל-אביב: אגודת הסופרים העברים ליד “דביר”, תשי""ב 1952","סיפור","false"
"","פרוזה","735","21242","בעלת התשובה","","ספר המתנגדים: סיפורים","","735-1","תל-אביב: אגודת הסופרים העברים ליד “דביר”, תשי""ב 1952","סיפור","false"
"","פרוזה","709","21243","טבטוֹנים","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21244","בשלכת","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21245","לפי שעה","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21246","הדירקטור וולף","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21247","לבדנו","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21248","קיבוץ גלויות","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21249","אל הים, אל הים...","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21250","בעיגול","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21251","הידיד","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21252","את האדם נשקתי","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21253","עם שקיעה","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21254","המשורר","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21255","פרַנצל","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21256","אני רואה אותם...","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21257","הגג","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21258","האם","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21259","בין גלבוע וגלעד","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21260","""לא לישון, לא לישון!...""","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21261","""על צד""...: מרשימותיו של מעפיל","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21262","מה עשיתם?!!","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21263","מסדה","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21264","נכרים","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21265","ידה בבלורית","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21266","""אני רוֹצה לראוֹת!""","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21267","אחרוֹן","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21268","הז'נדרם","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21269","היא וחברתה","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21270","הנשיקה","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21271","העצמות היבשות","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21272","הטוב בידידים","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21273","""אינני!""","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21274","קיבוץ בעמק","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21275","בגולה","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21276","אל מעבר לגבול","","כל כתבי ג. שופמן","כרך ג","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21278","נשיא בית־הדין","","כל כתבי ג. שופמן","כרך ד","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21279","במועל ידו...","","כל כתבי ג. שופמן","כרך ד","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21280","אוֹר","","כל כתבי ג. שופמן","כרך ד","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21281","עתה נרחיק לכת","","כל כתבי ג. שופמן","כרך ד","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21282","הצריף הארעי","","כל כתבי ג. שופמן","כרך ד","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21283","קריצת עין","","כל כתבי ג. שופמן","כרך ד","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21284","בקרקס","","כל כתבי ג. שופמן","כרך ד","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21285","מלה חדשה","","כל כתבי ג. שופמן","כרך ד","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21286","רק אשה אחת...","","כל כתבי ג. שופמן","כרך ד","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21287","בחצר בית־החולים","","כל כתבי ג. שופמן","כרך ד","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21288","מחנה עולים","","כל כתבי ג. שופמן","כרך ד","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
"","פרוזה","709","21289","עשיתי אזני כאפרכסת...","","כל כתבי ג. שופמן","כרך ד","709-1","תל-אביב: דביר, תש""ך 1960","סיפור","false"
